#,Squadra,Giocate,Min,Totale,Media,40 Min
240,"(1989) 
Cantine Riunite R.Emilia",30,6025,2668,77.9,77.9
241,"(2022) 
Virtus Segafredo Bologna",30,6025,2542,74.6,74.6
242,"(1989) 
Paini Napoli",30,6000,2656,66.6,66.6
243,"(1997) 
Pall. Varese",26,5200,2103,75.6,75.6
244,"(2001) 
Skipper Bologna",36,7200,3075,68.7,68.7
245,"(1988) 
Hitachi Venezia",30,6000,2482,74.1,74.1
246,"(1990) 
Benetton Treviso",30,6000,2742,72.7,72.7
247,"(2022) 
NutriBullet Treviso Basket",30,6000,2433,77.6,77.6
248,"(1999) 
Ducato Siena",30,6075,2089,75.5,75.5
249,"(2023) 
Generazione Vincente Napoli Basket",30,6029,2587,78.9,78.9
250,"(2010) 
Air Avellino",30,6075,2468,79.1,79.1
251,"(2002) 
Lauretana Biella",34,6950,2746,73.6,73.6
252,"(1990) 
Filodoro Napoli",30,6100,2581,74.1,74.1
253,"(2010) 
Dinamo Sassari",30,6075,2463,78.8,78.8
254,"(2010) 
Cimberio Varese",30,6050,2385,79.9,79.9
255,"(1999) 
Viola Reggio Calabria",30,6000,2251,71.2,71.2
256,"(2000) 
Paf Bologna",34,6900,2750,70.1,70.1
257,"(2004) 
Lauretana Biella",34,6800,2747,70.6,70.6
258,"(2008) 
Lottomatica Roma",30,6125,2556,76.9,76.9
259,"(1999) 
Canturina Cantù",30,6075,2155,67.5,67.5
260,"(1999) 
Bipop-Carire R.Emilia",30,6000,2259,72.9,72.9
261,"(2006) 
Bipop Carire R.Emilia",34,6800,2560,71.3,71.3
262,"(2015) 
Grissin Bon Reggio Emilia",30,6050,2424,77.9,77.9
263,"(1987) 
Basket Brescia",30,6100,3035,77.6,77.6
264,"(2022) 
Germani Brescia",30,6100,2474,80.1,80.1
265,"(2022) 
Germani Brescia",30,6100,2474,80.1,80.1
266,"(2020) 
Banco di Sardegna Sassari",28,5625,2527,78.9,78.9
267,"(1992) 
Scaini Venezia",30,6100,2314,72.8,72.8
268,"(2005) 
Navigo.it Teramo",34,6800,2786,66.9,66.9
269,"(1991) 
S. Clear Cantu'",30,6025,2527,70.1,70.1
270,"(1997) 
Teamsystem Bologna",26,5225,2172,75.3,75.3
271,"(1987) 
Divarese Varese",30,6100,2840,72.1,72.1
272,"(1993) 
Acqua Lora Venezia",30,6050,2370,78.9,78.9
273,"(2012) 
Cimberio Varese",30,6050,2519,72.7,72.7
274,"(2014) 
Granarolo Bologna",30,6000,2331,76.6,76.6
275,"(1996) 
Fontanafredda Siena",26,5225,2021,79.5,79.5
276,"(2006) 
Eldo Napoli",34,6875,2648,69.4,69.4
277,"(2005) 
BT Roseto",34,6800,2464,73.1,73.1
278,"(1995) 
Illycaffe' Trieste",32,6425,2557,71,71
279,"(2022) 
EA7 Emporio Armani Milano",30,6025,2481,80.4,80.4
280,"(2022) 
EA7 Emporio Armani Milano",30,6025,2481,80.4,80.4
281,"(1997) 
Calze Pompea Roma",26,5250,1939,72,72
282,"(2000) 
Snaidero Udine",34,6850,2829,75.7,75.7
283,"(2018) 
A|X Armani Exchange Milano",30,5875,2609,76.3,76.3
284,"(2006) 
Upea Capo d'Orlando",34,6825,2524,68.5,68.5
285,"(2016) 
Fiat Torino",30,6075,2455,78.5,78.5
286,"(1989) 
Enimont Livorno",30,6025,2699,72.6,72.6
287,"(1999) 
Benetton Treviso",30,6025,2343,74.4,74.4
288,"(1988) 
Paini Napoli",30,5800,2516,71.4,71.4
289,"(2011) 
Canadian Solar Bologna",32,6450,2414,70.8,70.8
290,"(1989) 
Il Messaggero Roma",30,6025,2802,74.7,74.7
