#,Squadra,Giocate,Min,Totale,Media,40 Min
450,"(2005) 
Lottomatica Roma",34,6900,2667,70,70
451,"(2005) 
Armani Jeans Milano",34,6850,2662,71.4,71.4
452,"(2007) 
Legea Scafati",34,6600,2751,75.1,75.1
453,"(1988) 
Knorr Bologna",30,6000,2642,76.9,76.9
454,"(1994) 
Buckler Bologna",32,6425,2527,73.2,73.2
455,"(1991) 
Scavolini Pesaro",30,6000,2458,76.2,76.2
456,"(1988) 
Arimo Bologna",30,6025,2550,73,73
457,"(1992) 
Scavolini Pesaro",30,6000,2578,77.8,77.8
458,"(1999) 
Viola Reggio Calabria",30,6000,2309,76.3,76.3
459,"(2011) 
Benetton Treviso",32,6450,2493,73.5,73.5
460,"(1989) 
Vismara Cantu'",30,6000,2586,76,76
461,"(1989) 
Arimo Bologna",30,6025,2710,73.3,73.3
462,"(1999) 
Bipop-Carire R.Emilia",30,6000,2386,74.7,74.7
463,"(2005) 
Upea Capo d'Orlando",34,6900,2913,73.3,73.3
464,"(2001) 
Lauretana Biella",36,7300,3091,72.3,72.3
465,"(2000) 
Scavolini Pesaro",34,6875,2736,69.5,69.5
466,"(2006) 
TDShop.it Livorno",34,6850,2935,72.8,72.8
467,"(2000) 
Vip Rimini",34,6800,3086,71.6,71.6
468,"(2010) 
Armani Jeans Milano",30,6075,2295,77.3,77.3
469,"(2002) 
Pippo Milano",34,6850,2645,75.2,75.2
470,"(2008) 
Lottomatica Roma",30,6125,2398,75.6,75.6
471,"(1992) 
Panasonic R.Calabria",30,6075,2574,73.4,73.4
472,"(2006) 
Siviglia Wear Teramo",34,6800,2744,73.3,73.3
473,"(2010) 
Cimberio Varese",30,6050,2430,74.9,74.9
474,"(1988) 
Scavolini Pesaro",30,6000,2600,72.4,72.4
475,"(2001) 
Viola Reggio Calabria",36,7250,3205,75.8,75.8
476,"(2007) 
Angelico Biella",34,6875,2860,70.8,70.8
477,"(2006) 
Angelico Biella",34,6850,2721,73.2,73.2
478,"(2003) 
Coop Nordest Trieste",34,6625,2842,76.2,76.2
479,"(1991) 
Ticino Assicurazioni Siena",30,6000,2487,74.1,74.1
480,"(1993) 
Bialetti Montecatini",30,6075,2551,75.7,75.7
481,"(1999) 
Benetton Treviso",30,6025,2157,72.9,72.9
482,"(2004) 
Bipop Carire RE",34,6875,2576,72.1,72.1
483,"(2003) 
Lottomatica Roma",34,6925,2653,76.8,76.8
484,"(2007) 
Upim Bologna",34,6850,2696,70.4,70.4
485,"(2003) 
Breil Milano",34,6800,2737,76.7,76.7
486,"(2004) 
Eurofiditalia R.Calabria",34,6875,2950,74.7,74.7
487,"(2000) 
Varese Roosters",34,6825,3210,74.9,74.9
488,"(2003) 
Euro Roseto",34,6570,2944,78.7,78.7
489,"(2002) 
Skipper Bologna",34,6800,2704,73.1,73.1
490,"(1995) 
Viola Reggio Calabria",32,6450,2582,74,74
491,"(2005) 
Bipop Carire R.Emilia",34,6975,2803,71.1,71.1
492,"(1991) 
Baker Livorno",30,6000,2490,76.6,76.6
493,"(2000) 
Montepaschi Siena",34,6875,2714,73.4,73.4
494,"(2001) 
Snaidero Udine",36,7225,2951,73,73
495,"(2003) 
Teramo Basket",34,6875,3157,73.5,73.5
496,"(1987) 
Scavolini Pesaro",30,6050,2760,76.4,76.4
497,"(1991) 
Philips Milano",30,6050,2597,74.3,74.3
498,"(1988) 
Allibert Livorno",30,5825,2613,77.3,77.3
499,"(2006) 
Whirlpool Varese",34,6900,2692,71.7,71.7
500,"(2007) 
Solsonica Rieti",34,6875,2773,71.7,71.7
501,"(1995) 
Cagiva Varese",32,6475,2706,73.2,73.2
502,"(1990) 
Auxilium Torino",30,6020,2931,74.7,74.7
503,"(1989) 
A. Ranger Varese",30,6025,2766,71.9,71.9
504,"(2000) 
Kinder Bologna",34,6850,2551,71.9,71.9
505,"(1987) 
Dietor Bologna",30,6075,2687,74.5,74.5
506,"(1988) 
Alno Fabriano",30,6000,2838,76.1,76.1
507,"(2004) 
Casti Group Varese",34,6825,2891,76.8,76.8
508,"(2004) 
Air Avellino",34,6800,2995,74.8,74.8
509,"(2004) 
Sedima Roseto",34,6850,2844,71.8,71.8
510,"(2000) 
Snaidero Udine",34,6850,2845,70.8,70.8
511,"(1993) 
Burghy Roma",30,6025,2782,79.7,79.7
512,"(1992) 
Marr Rimini",30,6100,2635,77.1,77.1
513,"(1993) 
Benetton Treviso",30,6100,2446,73.9,73.9
514,"(1987) 
Irge Desio",30,6050,2684,72.8,72.8
515,"(2004) 
Lauretana Biella",34,6800,2831,76.9,76.9
516,"(1992) 
Robe di Kappa Torino",30,6125,2770,74.3,74.3
517,"(1990) 
Sidis R.Emilia",30,6125,2569,77.1,77.1
518,"(1993) 
Acqua Lora Venezia",30,6050,2606,79.7,79.7
519,"(2005) 
Navigo.it Teramo",34,6800,2944,71.2,71.2
520,"(1991) 
Stefanel Trieste",30,6025,2418,74.3,74.3
521,"(1992) 
Philips Milano",30,6025,2545,73.9,73.9
522,"(2004) 
Climamio Bologna",34,6925,2619,70.3,70.3
523,"(2002) 
Air Avellino",34,6900,2854,75.6,75.6
524,"(1993) 
Pfizer R.Calabria",30,6050,2536,73.3,73.3
525,"(1991) 
Benetton Treviso",30,6000,2500,75.3,75.3
526,"(1989) 
Philips Milano",30,6000,2744,75.1,75.1
527,"(2006) 
Legea Scafati",34,6850,2854,70.3,70.3
528,"(2005) 
VidiVici Bologna",34,6825,2831,72.4,72.4
